sid	stype	description	context	celltype	controlsra	treatmentsra	date	missingtreatmentsra	missingcontrolsra	category	platform	accession	species	ptype	drug	gene
400	CD	Huntington's disease (HD) is an autosomal dominant neurodegenerative disorder that is characterized by motor, cognitive, and psychiatric alterations. The mutation responsible for this disease is an abnormally expanded and unstable CAG repeat within the coding region of the gene encoding huntingtin (Htt). Knock-in mouse models of HD with human exon 1 containing expanded CAG repeats inserted in the murine huntingtin gene (Hdh) provide a genetic reconstruction of the human causative mutation within the mouse model. The goal of this study is RNA expression profiling by RNA sequencing (RNA-seq) in 2, 6, and 10 month old knock-in mice with CAG lengths of 20, 80, 92, 111, 140, 175 along with littermate control wild-type animals	gene	Cortex - Male	GSM1605172,GSM1605173,GSM1605174,GSM1605175	GSM1605148,GSM1605149,GSM1605150,GSM1605151	2017-01-04 01:13:47			gene	GPL13112	GSE65770	Mus musculus	Knockin (CAG Q92)		Hhex
401	CD	This SuperSeries is composed of the SubSeries listed below.	gene	Thymus - leukemic cells	GSM1517795,GSM1517792,GSM1517790	GSM2134554,GSM2134551,GSM1517793,GSM1517791	2017-01-04 01:14:05			gene	GPL17021	GSE61971	Mus musculus	Knockout		FLT3
402	CD	The clearance of oxidative stress compounds is critical for the protection of the organism from malignancy, but how this key physiological process is regulated is not fully understood. Here we found that the expression of GPRC5A, a well-characterized tumor suppressor in lung cancer, was elevated in colorectal cancer tissues in patients. In both cancer cell lines and a colitis-associated cancer model in mice, we found that GPRC5A deficiency reduced cell proliferation and increased cell apoptosis as well as inhibited tumorigenesis in vivo. Through RNA-Seq transcriptome analysis, we identified oxidative stress associated pathways were dysregulated. Moreover, in GPRC5A deficient cells and mouse tissues, the oxidative agents were reduced partially due to increased glutathione (GSH) level. Mechanistically, GPRC5A regulates NF-κB mediated Vanin-1 expression which is the predominant enzyme for cysteamine synthesis. Administration of cystamine (the disulfide form of cysteamine) in GPRC5A deficient cell lines inhibited γ-GCS activity leading to restoration of GSH level and increase of cell growth. Taken together, our studies suggest that GPRC5a is a potential biomarker for colon cancer and promotes tumorigenesis through stimulation of Vanin-1 expression and oxidative stress in colitis associated cancer. This study revealed an unexpected oncogenic role of GPRC5A in colorectal cancer suggesting there are complicated functional and molecular mechanism differences of this gene in distinct tissues.	gene	colorectal cancer tissues	GSM2310017,GSM2310018,GSM2310019	GSM2310020,GSM2310021,GSM2310022	2017-01-04 01:14:09			gene	GPL13112	GSE86895	Mus musculus	Knockout		Gprc5a
403	CD	Impaired estrogen receptor α (ERα) action promotes obesity and metabolic dysfunction in humans and mice; however, the mechanisms underlying these phenotypes remain unknown. Considering that skeletal muscle is a primary tissue responsible for glucose disposal and oxidative metabolism, we established that reduced ERα expression in muscle is associated with glucose intolerance and adiposity in women and female mice. To test this relationship, we generated muscle-specific ERα knockout (MERKO) mice. Impaired glucose homeostasis and increased adiposity were paralleled by diminished muscle oxidative metabolism and bioactive lipid accumulation in MERKO mice. Aberrant mitochondrial morphology, overproduction of reactive oxygen species, and impairment in basal and stress-induced mitochondrial fission dynamics, driven by imbalanced protein kinase A–regulator of calcineurin 1–calcineurin signaling through dynamin-related protein 1, tracked with reduced oxidative metabolism in MERKO muscle. Although muscle mitochondrial DNA (mtDNA) abundance was similar between the genotypes, ERα deficiency diminished mtDNA turnover by a balanced reduction in mtDNA replication and degradation. Our findings indicate the retention of dysfunctional mitochondria in MERKO muscle and implicate ERα in the preservation of mitochondrial health and insulin sensitivity as a defense against metabolic disease in women.	gene	Muscle -  Quadriceps	GSM2304959,GSM2304960,GSM2304961	GSM2304962,GSM2304963,GSM2304964	2017-01-04 01:14:14			gene	GPL13112	GSE86520	Mus musculus	Knockout		Erα
404	CD	TREX2 is a keratinocyte specific 3’-deoxyribonuclease that participates in the maintenance of skin homeostasis upon damage. This transcriptome analysis identified multiple genes and pathways deregulated by TREX2 loss in the IMQ-induced psoriasis-like model in mouse skin.	gene	Skin	GSM1922218,GSM1922219,GSM1922220,GSM1922221,GSM1922222	GSM1922223,GSM1922224,GSM1922225,GSM1922226,GSM1922227,GSM1922228	2017-01-04 01:14:21			gene	GPL13112	GSE74528	Mus musculus	Knockout		Trex2
405	CD	Precise control of mRNA decay is fundamental for robust yet not exaggerated inflammatory responses to pathogens. Parameters determining the specificity and extent of mRNA degradation within the entire inflammation-associated transcriptome remain incompletely understood. Using transcriptome-wide high resolution occupancy assessment of the mRNA-destabilizing protein TTP a major inflammation-limiting factor we qualitatively and quantitatively characterize TTP binding positions and functionally relate them to TTP-dependent mRNA decay in immunostimulated macrophages. We identify pervasive TTP binding with incompletely penetrant linkage to mRNA destabilization. A necessary but not sufficient feature of TTP-mediated mRNA destabilization is binding to 3\\\\x89\\\\xdb\\\\xaa untranslated regions (UTRs). Mapping of binding positions of the mRNA-stabilizing protein HuR in activated macrophages revealed that TTP and HuR binding sites in 3\\\\x89\\\\xdb\\\\xaa UTRs occur mostly in different transcripts implicating only a limited co-regulation of inflammatory mRNAs by these proteins. Remarkably we identify robust and widespread TTP binding to introns of stable transcripts. Nuclear TTP is associated with spliced-out introns and maintained in the nucleus throughout the inflammatory response. Our study establishes a functional annotation of binding positions dictating TTP-dependent mRNA decay in immunostimulated macrophages. The findings allow navigating the transcriptome-wide landscape of RNA elements controlling inflammation.	gene	BMDM	GSM2069588,GSM2069589,GSM2069590	GSM2069594,GSM2069595,GSM2069596	2017-01-04 01:40:23			drug	GPL17021	GSE78209	Mus musculus		LPS	
406	CD	Precise control of mRNA decay is fundamental for robust yet not exaggerated inflammatory responses to pathogens. Parameters determining the specificity and extent of mRNA degradation within the entire inflammation-associated transcriptome remain incompletely understood. Using transcriptome-wide high resolution occupancy assessment of the mRNA-destabilizing protein TTP a major inflammation-limiting factor we qualitatively and quantitatively characterize TTP binding positions and functionally relate them to TTP-dependent mRNA decay in immunostimulated macrophages. We identify pervasive TTP binding with incompletely penetrant linkage to mRNA destabilization. A necessary but not sufficient feature of TTP-mediated mRNA destabilization is binding to 3\\\\x89\\\\xdb\\\\xaa untranslated regions (UTRs). Mapping of binding positions of the mRNA-stabilizing protein HuR in activated macrophages revealed that TTP and HuR binding sites in 3\\\\x89\\\\xdb\\\\xaa UTRs occur mostly in different transcripts implicating only a limited co-regulation of inflammatory mRNAs by these proteins. Remarkably we identify robust and widespread TTP binding to introns of stable transcripts. Nuclear TTP is associated with spliced-out introns and maintained in the nucleus throughout the inflammatory response. Our study establishes a functional annotation of binding positions dictating TTP-dependent mRNA decay in immunostimulated macrophages. The findings allow navigating the transcriptome-wide landscape of RNA elements controlling inflammation.	gene	BMDM	GSM2069588,GSM2069589,GSM2069590	GSM2069612,GSM2069613,GSM2069614	2017-01-04 01:40:27			drug	GPL17021	GSE78209	Mus musculus		LPS	
407	CD	Precise control of mRNA decay is fundamental for robust yet not exaggerated inflammatory responses to pathogens. Parameters determining the specificity and extent of mRNA degradation within the entire inflammation-associated transcriptome remain incompletely understood. Using transcriptome-wide high resolution occupancy assessment of the mRNA-destabilizing protein TTP a major inflammation-limiting factor we qualitatively and quantitatively characterize TTP binding positions and functionally relate them to TTP-dependent mRNA decay in immunostimulated macrophages. We identify pervasive TTP binding with incompletely penetrant linkage to mRNA destabilization. A necessary but not sufficient feature of TTP-mediated mRNA destabilization is binding to 3\\\\x89\\\\xdb\\\\xaa untranslated regions (UTRs). Mapping of binding positions of the mRNA-stabilizing protein HuR in activated macrophages revealed that TTP and HuR binding sites in 3\\\\x89\\\\xdb\\\\xaa UTRs occur mostly in different transcripts implicating only a limited co-regulation of inflammatory mRNAs by these proteins. Remarkably we identify robust and widespread TTP binding to introns of stable transcripts. Nuclear TTP is associated with spliced-out introns and maintained in the nucleus throughout the inflammatory response. Our study establishes a functional annotation of binding positions dictating TTP-dependent mRNA decay in immunostimulated macrophages. The findings allow navigating the transcriptome-wide landscape of RNA elements controlling inflammation.	gene	BMDM	GSM2069591,GSM2069592,GSM2069593	GSM2069603,GSM2069604,GSM2069605	2017-01-04 01:40:32			drug	GPL17021	GSE78209	Mus musculus		LPS	
408	CD	Precise control of mRNA decay is fundamental for robust yet not exaggerated inflammatory responses to pathogens. Parameters determining the specificity and extent of mRNA degradation within the entire inflammation-associated transcriptome remain incompletely understood. Using transcriptome-wide high resolution occupancy assessment of the mRNA-destabilizing protein TTP a major inflammation-limiting factor we qualitatively and quantitatively characterize TTP binding positions and functionally relate them to TTP-dependent mRNA decay in immunostimulated macrophages. We identify pervasive TTP binding with incompletely penetrant linkage to mRNA destabilization. A necessary but not sufficient feature of TTP-mediated mRNA destabilization is binding to 3\\\\x89\\\\xdb\\\\xaa untranslated regions (UTRs). Mapping of binding positions of the mRNA-stabilizing protein HuR in activated macrophages revealed that TTP and HuR binding sites in 3\\\\x89\\\\xdb\\\\xaa UTRs occur mostly in different transcripts implicating only a limited co-regulation of inflammatory mRNAs by these proteins. Remarkably we identify robust and widespread TTP binding to introns of stable transcripts. Nuclear TTP is associated with spliced-out introns and maintained in the nucleus throughout the inflammatory response. Our study establishes a functional annotation of binding positions dictating TTP-dependent mRNA decay in immunostimulated macrophages. The findings allow navigating the transcriptome-wide landscape of RNA elements controlling inflammation.	gene	BMDM	GSM2069591,GSM2069592,GSM2069593	GSM2069621,GSM2069622,GSM2069623	2017-01-04 01:40:35			drug	GPL17021	GSE78209	Mus musculus		LPS	
409	CD	Through the analysis of mouse liver tumours promoted by distinct routes (DEN exposure alone DEN exposure plus non-genotoxic insult with phenobarbital and non-alcoholic fatty liver disease); we report that the cancer associated hyper-methylated CGI events in mice are also predicated by silent promoters that are enriched for both the DNA modification 5-hydroxymethylcytosine (5hmC) and the histone modification H3K27me3 in normal liver. During cancer progression these CGIs undergo hypo-hydroxymethylation prior to subsequent hyper-methylation; whilst retaining H3K27me3. A similar loss of promoter-core 5hmC is observed in Tet1 deficient mouse livers indicating that reduced Tet1 binding at CGIs may be responsible for the epigenetic dysregulation observed during hepatocarcinogenesis. Consistent with this reduced Tet1 protein levels are observed in mouse liver tumour lesions. As in human DNA methylation changes at CGIs do not appear to be direct drivers of hepatocellular carcinoma progression in mice. Instead dynamic changes in H3K27me3 promoter deposition are strongly associated with tumour-specific activation and repression of transcription. Our data suggests that loss of promoter associated 5hmC in diverse liver tumours licences DNA methylation reprogramming at silent CGIs during cancer progression.	gene	Liver	GSM2057961,GSM2057962	GSM2057963,GSM2057964	2017-01-04 01:40:39			drug	GPL17021	GSE77729	Mus musculus		Phenobarbital	
